   0	32640.000000	0.000000
   1	-128.003632	10429.852539
   2	-127.999725	5214.140137
   3	-128.000488	3475.222900
   4	-127.999786	2605.499512
   5	-127.999390	2083.458008
   6	-127.999680	1735.253784
   7	-128.000259	1486.387817
   8	-128.000168	1299.605957
   9	-128.000015	1154.214722
  10	-127.999634	1037.797241
  11	-127.999939	942.450073
  12	-128.000107	862.906128
  13	-128.000000	795.518311
  14	-128.000092	737.682129
  15	-127.999939	687.487915
  16	-128.000076	643.499573
  17	-127.999802	604.624023
  18	-127.999954	570.010010
  19	-127.999817	538.985168
  20	-127.999985	511.005127
  21	-127.999878	485.640839
  22	-128.000168	462.532288
  23	-127.999908	441.387695
  24	-127.999893	421.959473
  25	-127.999863	404.042542
  26	-128.000229	387.461365
  27	-128.000000	372.069275
  28	-128.000061	357.735596
  29	-128.000015	344.354492
  30	-127.999908	331.828064
  31	-128.000061	320.072876
  32	-127.999969	309.019379
  33	-127.999939	298.602112
  34	-128.000015	288.763062
  35	-127.999863	279.454407
  36	-127.999939	270.633148
  37	-128.000061	262.256927
  38	-128.000015	254.294327
  39	-127.999985	246.706482
  40	-128.000031	239.471359
  41	-128.000076	232.560928
  42	-127.999924	225.951950
  43	-128.000031	219.622574
  44	-128.000076	213.554947
  45	-128.000031	207.730896
  46	-127.999977	202.134277
  47	-127.999969	196.749023
  48	-127.999985	191.565781
  49	-127.999969	186.569000
  50	-128.000031	181.746490
  51	-127.999863	177.089844
  52	-127.999969	172.587830
  53	-128.000031	168.233185
  54	-127.999954	164.016907
  55	-128.000015	159.931107
  56	-128.000000	155.968384
  57	-128.000061	152.124146
  58	-127.999969	148.387634
  59	-128.000015	144.756897
  60	-127.999985	141.226257
  61	-128.000031	137.789169
  62	-128.000031	134.442200
  63	-128.000046	131.181793
  64	-128.000000	128.000000
  65	-128.000046	124.897079
  66	-128.000015	121.865936
  67	-127.999924	118.906174
  68	-128.000031	116.012772
  69	-127.999977	113.182419
  70	-128.000031	110.413010
  71	-127.999954	107.702438
  72	-127.999992	105.046860
  73	-127.999985	102.444321
  74	-128.000015	99.892609
  75	-127.999954	97.388321
  76	-128.000000	94.932205
  77	-128.000076	92.518173
  78	-127.999969	90.148087
  79	-128.000000	87.818039
  80	-128.000000	85.526993
  81	-128.000031	83.273956
  82	-127.999992	81.054962
  83	-127.999992	78.871323
  84	-127.999969	76.720352
  85	-127.999992	74.600220
  86	-127.999992	72.511215
  87	-128.000076	70.450928
  88	-127.999962	68.417282
  89	-127.999947	66.410294
  90	-127.999985	64.429810
  91	-128.000046	62.471970
  92	-127.999969	60.539612
  93	-127.999985	58.628433
  94	-127.999985	56.737549
  95	-127.999954	54.870209
  96	-128.000000	53.019409
  97	-127.999985	51.188461
  98	-127.999969	49.375534
  99	-128.000015	47.579376
 100	-127.999924	45.799240
 101	-128.000092	44.035263
 102	-127.999901	42.285934
 103	-128.000031	40.549622
 104	-128.000015	38.827866
 105	-128.000031	37.119141
 106	-128.000000	35.422409
 107	-127.999954	33.736946
 108	-128.000015	32.062210
 109	-128.000122	30.396629
 110	-128.000046	28.743477
 111	-128.000000	27.097839
 112	-128.000000	25.460762
 113	-128.000000	23.831787
 114	-128.000031	22.210846
 115	-128.000015	20.595474
 116	-128.000031	18.987267
 117	-128.000031	17.385216
 118	-128.000015	15.787285
 119	-127.999954	14.194881
 120	-128.000031	12.606735
 121	-128.000031	11.023029
 122	-128.000000	9.441483
 123	-127.999962	7.863585
 124	-128.000031	6.288063
 125	-127.999954	4.715260
 126	-128.000061	3.142369
 127	-128.000107	1.571516
 128	-128.000000	0.000000
 129	-128.000107	-1.571516
 130	-128.000061	-3.142369
 131	-127.999954	-4.715260
 132	-128.000031	-6.288063
 133	-127.999962	-7.863585
 134	-128.000000	-9.441483
 135	-128.000031	-11.023029
 136	-128.000031	-12.606735
 137	-127.999954	-14.194881
 138	-128.000015	-15.787285
 139	-128.000031	-17.385216
 140	-128.000031	-18.987267
 141	-128.000015	-20.595474
 142	-128.000031	-22.210846
 143	-128.000000	-23.831787
 144	-128.000000	-25.460762
 145	-128.000000	-27.097839
 146	-128.000046	-28.743477
 147	-128.000122	-30.396629
 148	-128.000015	-32.062210
