 149	-127.999954	-33.736946
 150	-128.000000	-35.422409
 151	-128.000031	-37.119141
 152	-128.000015	-38.827866
 153	-128.000031	-40.549622
 154	-127.999901	-42.285934
 155	-128.000092	-44.035263
 156	-127.999924	-45.799240
 157	-128.000015	-47.579376
 158	-127.999969	-49.375534
 159	-127.999985	-51.188461
 160	-128.000000	-53.019409
 161	-127.999954	-54.870209
 162	-127.999985	-56.737549
 163	-127.999985	-58.628433
 164	-127.999969	-60.539612
 165	-128.000046	-62.471970
 166	-127.999985	-64.429810
 167	-127.999947	-66.410294
 168	-127.999962	-68.417282
 169	-128.000076	-70.450928
 170	-127.999992	-72.511215
 171	-127.999992	-74.600220
 172	-127.999969	-76.720352
 173	-127.999992	-78.871323
 174	-127.999992	-81.054962
 175	-128.000031	-83.273956
 176	-128.000000	-85.526993
 177	-128.000000	-87.818039
 178	-127.999969	-90.148087
 179	-128.000076	-92.518173
 180	-128.000000	-94.932205
 181	-127.999954	-97.388321
 182	-128.000015	-99.892609
 183	-127.999985	-102.444321
 184	-127.999992	-105.046860
 185	-127.999954	-107.702438
 186	-128.000031	-110.413010
 187	-127.999977	-113.182419
 188	-128.000031	-116.012772
 189	-127.999924	-118.906174
 190	-128.000015	-121.865936
 191	-128.000046	-124.897079
 192	-128.000000	-128.000000
 193	-128.000046	-131.181793
 194	-128.000031	-134.442200
 195	-128.000031	-137.789169
 196	-127.999985	-141.226257
 197	-128.000015	-144.756897
 198	-127.999969	-148.387634
 199	-128.000061	-152.124146
 200	-128.000000	-155.968384
 201	-128.000015	-159.931107
 202	-127.999954	-164.016907
 203	-128.000031	-168.233185
 204	-127.999969	-172.587830
 205	-127.999863	-177.089844
 206	-128.000031	-181.746490
 207	-127.999969	-186.569000
 208	-127.999985	-191.565781
 209	-127.999969	-196.749023
 210	-127.999977	-202.134277
 211	-128.000031	-207.730896
 212	-128.000076	-213.554947
 213	-128.000031	-219.622574
 214	-127.999924	-225.951950
 215	-128.000076	-232.560928
 216	-128.000031	-239.471359
 217	-127.999985	-246.706482
 218	-128.000015	-254.294327
 219	-128.000061	-262.256927
 220	-127.999939	-270.633148
 221	-127.999863	-279.454407
 222	-128.000015	-288.763062
 223	-127.999939	-298.602112
 224	-127.999969	-309.019379
 225	-128.000061	-320.072876
 226	-127.999908	-331.828064
 227	-128.000015	-344.354492
 228	-128.000061	-357.735596
 229	-128.000000	-372.069275
 230	-128.000229	-387.461365
 231	-127.999863	-404.042542
 232	-127.999893	-421.959473
 233	-127.999908	-441.387695
 234	-128.000168	-462.532288
 235	-127.999878	-485.640839
 236	-127.999985	-511.005127
 237	-127.999817	-538.985168
 238	-127.999954	-570.010010
 239	-127.999802	-604.624023
 240	-128.000076	-643.499573
 241	-127.999939	-687.487915
 242	-128.000092	-737.682129
 243	-128.000000	-795.518311
 244	-128.000107	-862.906128
 245	-127.999939	-942.450073
 246	-127.999634	-1037.797241
 247	-128.000015	-1154.214722
 248	-128.000168	-1299.605957
 249	-128.000259	-1486.387817
 250	-127.999680	-1735.253784
 251	-127.999390	-2083.458008
 252	-127.999786	-2605.499512
 253	-128.000488	-3475.222900
 254	-127.999725	-5214.140137
 255	-128.003632	-10429.852539
